teacher_id,teacher_firstname,teacher_lastname,city,teacher_description,n_experiences,n_diplomas,highest_diploma_level,course_title,course_description,course_code,course_level,number_of_stars
09512963cce7,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise en pédagogie et en orientation de cours.  Offre des cours de niveau débutant à avancé, couvrant les bases, les frameworks et les technologies les plus récentes.  Recherche un poste stimulant où partager ses connaissances et aider les étudiants à réussir.",3,2,doctorat,Algorithmes et Structures de Données,,,,4.6
09512963cce7,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise en pédagogie et en orientation de cours.  Offre des cours de niveau débutant à avancé, couvrant les bases, les frameworks et les technologies les plus récentes.  Recherche un poste stimulant où partager ses connaissances et aider les étudiants à réussir.",3,2,doctorat,Développement d'Applications Mobiles (iOS & Android),,,,4.5
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours théoriques et pratiques pour tous les niveaux, allant des débutants aux professionnels.  Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Introduction à la Programmation,"Cours de base pour débutants en programmation, utilisant Python.",,,4.8
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours théoriques et pratiques pour tous les niveaux, allant des débutants aux professionnels.  Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Algorithmique et Structures de Données,Compréhension des algorithmes et des structures de données fondamentales.,,,4.5
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours théoriques et pratiques pour tous les niveaux, allant des débutants aux professionnels.  Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Systèmes d'Exploration de Données (SQL),Introduction à SQL pour l'extraction et la manipulation de données.,,,4.0
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours théoriques et pratiques pour tous les niveaux, allant des débutants aux professionnels.  Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,"Développement Web avec HTML, CSS et JavaScript","Fondations pour le développement web, incluant la création de pages web.",,,4.7
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours théoriques et pratiques pour tous les niveaux, allant des débutants aux professionnels.  Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Programmation Orientée Objet (POO),Concepts clés de la POO pour une meilleure organisation du code.,,,4.3
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Expert en développement logiciel, spécialisé dans les frameworks JavaScript et Python.  Recherche des opportunités pour partager son expertise et aider les étudiants à maîtriser les concepts clés.",3,3,certificat,Introduction à la Programmation,,,,4.8
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Expert en développement logiciel, spécialisé dans les frameworks JavaScript et Python.  Recherche des opportunités pour partager son expertise et aider les étudiants à maîtriser les concepts clés.",3,3,certificat,JavaScript - Fondations,,,,4.5
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Expert en développement logiciel, spécialisé dans les frameworks JavaScript et Python.  Recherche des opportunités pour partager son expertise et aider les étudiants à maîtriser les concepts clés.",3,3,certificat,Python - Introduction,,,,4.2
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Expert en développement logiciel, spécialisé dans les frameworks JavaScript et Python.  Recherche des opportunités pour partager son expertise et aider les étudiants à maîtriser les concepts clés.",3,3,certificat,Développement Web avec React,,,,4.9
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances. Fort d'une solide expérience en France et en développement international, il possède une expertise dans divers domaines, incluant la programmation orientée objet, les langages de programmation populaires (Java, Python, C++), et les architectures système.  Il s'engage à fournir des cours engageants et pratiques, axés sur la résolution de problèmes et l'application concrète des concepts.",3,2,maitrise,Introduction à la Programmation Orientée Objet,,,,4.8
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances. Fort d'une solide expérience en France et en développement international, il possède une expertise dans divers domaines, incluant la programmation orientée objet, les langages de programmation populaires (Java, Python, C++), et les architectures système.  Il s'engage à fournir des cours engageants et pratiques, axés sur la résolution de problèmes et l'application concrète des concepts.",3,2,maitrise,Algorithmes et Structures de Données,,,,4.5
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances. Fort d'une solide expérience en France et en développement international, il possède une expertise dans divers domaines, incluant la programmation orientée objet, les langages de programmation populaires (Java, Python, C++), et les architectures système.  Il s'engage à fournir des cours engageants et pratiques, axés sur la résolution de problèmes et l'application concrète des concepts.",3,2,maitrise,Développement Web avec Python,,,,4.2
00be9676f0bb,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expertise dans les langages Python, Java et C++, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des étudiants.  Recherche un poste stimulant où mettre à profit son expertise et contribuer au succès des apprenants.",2,2,certificat,Introduction à la Programmation,"Cours de base en programmation avec Python.  Introduction aux concepts fondamentaux de la programmation, à la syntaxe, aux types de données, et aux structures de contrôle.  Exercices pratiques et exemples de code.",,,4.8
00be9676f0bb,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expertise dans les langages Python, Java et C++, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des étudiants.  Recherche un poste stimulant où mettre à profit son expertise et contribuer au succès des apprenants.",2,2,certificat,Algorithmique et Structures de Données,"Cours sur l'analyse et la conception d'algorithmes et de structures de données.  Compréhension des algorithmes de tri, de recherche et de graphes.  Exercices pratiques et exemples de code.",,,4.5
00be9676f0bb,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expertise dans les langages Python, Java et C++, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des étudiants.  Recherche un poste stimulant où mettre à profit son expertise et contribuer au succès des apprenants.",2,2,certificat,"Développement Web avec HTML, CSS et JavaScript","Cours de base en développement web, axé sur les technologies HTML, CSS et JavaScript.  Création de pages web, manipulation du DOM, et utilisation des frameworks CSS populaires (Bootstrap).",,,4.2
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expertise en développement logiciel et en formation.  A dirigé des cours et dispensé des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des étudiants.  Fort d'une expérience internationale, avec une formation en France et un désir constant d'améliorer ses compétences en matière de pédagogie.",3,2,licence,Introduction à la Programmation,"Cours pour débutants, introduction aux concepts fondamentaux de la programmation.  Utilisation de langages de programmation populaires comme Python et JavaScript.",,,4.8
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expertise en développement logiciel et en formation.  A dirigé des cours et dispensé des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des étudiants.  Fort d'une expérience internationale, avec une formation en France et un désir constant d'améliorer ses compétences en matière de pédagogie.",3,2,licence,Algorithmique et Structure des Données,"Cours sur les algorithmes et la structure des données, avec des exemples pratiques et des exercices.",,,4.5
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expertise en développement logiciel et en formation.  A dirigé des cours et dispensé des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des étudiants.  Fort d'une expérience internationale, avec une formation en France et un désir constant d'améliorer ses compétences en matière de pédagogie.",3,2,licence,"Développement Web avec HTML, CSS et JavaScript","Cours sur les bases du développement web, incluant les fondamentaux de HTML, CSS et JavaScript.",,,4.2
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expertise en développement logiciel et en formation.  A dirigé des cours et dispensé des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des étudiants.  Fort d'une expérience internationale, avec une formation en France et un désir constant d'améliorer ses compétences en matière de pédagogie.",3,2,licence,Systèmes d'Exploration de Données (Data Science),"Cours sur les bases de la Data Science, incluant l'analyse de données, la visualisation et l'exploration.",,,3.9
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission de connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours de niveau avancé.  Recherche des opportunités pour partager son expertise et inspirer les étudiants.",3,2,maitrise,Introduction aux Algorithmes,,CS101,,4.8
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission de connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours de niveau avancé.  Recherche des opportunités pour partager son expertise et inspirer les étudiants.",3,2,maitrise,Programmation Orientée Objet,,CS201,,4.5
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission de connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours de niveau avancé.  Recherche des opportunités pour partager son expertise et inspirer les étudiants.",3,2,maitrise,Architecture des Systèmes,,CS301,,4.2
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission de connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours de niveau avancé.  Recherche des opportunités pour partager son expertise et inspirer les étudiants.",3,2,maitrise,Data Mining et Analyse,,CS302,,4.6
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission de connaissances.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours de niveau avancé.  Recherche des opportunités pour partager son expertise et inspirer les étudiants.",3,2,maitrise,Deep Learning et Réseaux de Neurones,,CS303,,4.9
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie.  A dirigé plusieurs projets de formation et possède une solide expérience dans la conception et l'animation de cours d'informatique.  Passionné par l'innovation pédagogique et l'accompagnement des étudiants.",3,2,doctorat,Introduction à la Programmation,"Cours de base pour débutants en programmation, utilisant Python.",,,4.8
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie.  A dirigé plusieurs projets de formation et possède une solide expérience dans la conception et l'animation de cours d'informatique.  Passionné par l'innovation pédagogique et l'accompagnement des étudiants.",3,2,doctorat,Algorithmique et Structures de Données,Cours sur les algorithmes et les structures de données fondamentales.,,,4.5
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie.  A dirigé plusieurs projets de formation et possède une solide expérience dans la conception et l'animation de cours d'informatique.  Passionné par l'innovation pédagogique et l'accompagnement des étudiants.",3,2,doctorat,"Développement Web avec HTML, CSS et JavaScript","Cours de base sur le développement web, incluant HTML, CSS et JavaScript.",,,4.7
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie.  A dirigé plusieurs projets de formation et possède une solide expérience dans la conception et l'animation de cours d'informatique.  Passionné par l'innovation pédagogique et l'accompagnement des étudiants.",3,2,doctorat,Base de Données et SQL,Cours sur la conception et l'utilisation de bases de données.,,,4.6
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement, il anime des cours théoriques et pratiques, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Il possède une grande capacité d'adaptation et de pédagogie.",3,2,licence,Introduction à la Programmation,,,,4.8
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement, il anime des cours théoriques et pratiques, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Il possède une grande capacité d'adaptation et de pédagogie.",3,2,licence,Programmation Orientée Objet,,,,4.5
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement, il anime des cours théoriques et pratiques, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Il possède une grande capacité d'adaptation et de pédagogie.",3,2,licence,Développement Web avec React,,,,4.7
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement, il anime des cours théoriques et pratiques, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Il possède une grande capacité d'adaptation et de pédagogie.",3,2,licence,Data Science avec Python,,,,4.6
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement, il anime des cours théoriques et pratiques, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Il possède une grande capacité d'adaptation et de pédagogie.",3,2,licence,Architecture Logicielle,,,,4.9
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement, il anime des cours théoriques et pratiques, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Il possède une grande capacité d'adaptation et de pédagogie.",3,2,licence,Développement Mobile avec Flutter,,,,4.7
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Fort d'une solide expérience en France et en développement international, je propose des cours de niveau débutant à avancé, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Je m'engage à fournir un apprentissage engageant et pratique, favorisant la résolution de problèmes et la créativité.",3,2,doctorat,Introduction à la Programmation (Niveau Débutant),"Introduction aux concepts fondamentaux de la programmation, en utilisant Python et JavaScript.  Ce cours vise à familiariser les étudiants avec les bases de la programmation.",,,4.8
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Fort d'une solide expérience en France et en développement international, je propose des cours de niveau débutant à avancé, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Je m'engage à fournir un apprentissage engageant et pratique, favorisant la résolution de problèmes et la créativité.",3,2,doctorat,Algorithmes et Structures de Données,"Exploration des algorithmes de base et des structures de données, avec des exemples pratiques en utilisant Java.",,,4.5
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Fort d'une solide expérience en France et en développement international, je propose des cours de niveau débutant à avancé, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Je m'engage à fournir un apprentissage engageant et pratique, favorisant la résolution de problèmes et la créativité.",3,2,doctorat,Développement Web avec React,"Introduction aux technologies web modernes, avec un accent sur React.  Apprentissage des concepts de la création d'interfaces utilisateur.",,,4.2
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Fort d'une solide expérience en France et en développement international, je propose des cours de niveau débutant à avancé, axés sur les technologies les plus récentes et les plus pertinentes pour les professionnels.  Je m'engage à fournir un apprentissage engageant et pratique, favorisant la résolution de problèmes et la créativité.",3,2,doctorat,Data Science avec Python,"Introduction aux concepts de Data Science, avec Python, Pandas, NumPy et Scikit-learn.  Développement de projets pratiques.",,,4.0
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  A dirigé des cours de formation pour des débutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts.  De plus, possède une solide expérience en gestion de projets et en mentorat.",3,3,maitrise,Introduction à la Programmation,,,,4.8
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  A dirigé des cours de formation pour des débutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts.  De plus, possède une solide expérience en gestion de projets et en mentorat.",3,3,maitrise,Algorithmique et Structures de Données,,,,4.5
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  A dirigé des cours de formation pour des débutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts.  De plus, possède une solide expérience en gestion de projets et en mentorat.",3,3,maitrise,Développement Web avec React,,,,4.7
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  A dirigé des cours de formation pour des débutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts.  De plus, possède une solide expérience en gestion de projets et en mentorat.",3,3,maitrise,Data Science et Machine Learning,,,,4.3
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience en France et en développement, il souhaite partager son expertise et inspirer les étudiants à travers des cours stimulants et adaptés aux besoins de chacun.  Il est reconnu pour son approche pédagogique, sa capacité à vulgariser les concepts complexes et son engagement envers la réussite de ses élèves.",3,2,licence,Introduction aux Bases de Code,,,Introduction,4.8
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience en France et en développement, il souhaite partager son expertise et inspirer les étudiants à travers des cours stimulants et adaptés aux besoins de chacun.  Il est reconnu pour son approche pédagogique, sa capacité à vulgariser les concepts complexes et son engagement envers la réussite de ses élèves.",3,2,licence,Programmation Orientée Objet,,,Débutant,4.5
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience en France et en développement, il souhaite partager son expertise et inspirer les étudiants à travers des cours stimulants et adaptés aux besoins de chacun.  Il est reconnu pour son approche pédagogique, sa capacité à vulgariser les concepts complexes et son engagement envers la réussite de ses élèves.",3,2,licence,Développement Web avec JavaScript,,,Débutant,4.2
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience en France et en développement, il souhaite partager son expertise et inspirer les étudiants à travers des cours stimulants et adaptés aux besoins de chacun.  Il est reconnu pour son approche pédagogique, sa capacité à vulgariser les concepts complexes et son engagement envers la réussite de ses élèves.",3,2,licence,Data Science avec Python,,,Intermédiaire,4.0
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de formations.  Expert en pédagogie,  en utilisant des méthodes interactives et adaptées aux différents niveaux d'apprentissage.  Recherche à contribuer à l'évolution de l'enseignement informatique en France.",3,3,certificat,Introduction aux Bases de la Programmation,,,,4.8
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de formations.  Expert en pédagogie,  en utilisant des méthodes interactives et adaptées aux différents niveaux d'apprentissage.  Recherche à contribuer à l'évolution de l'enseignement informatique en France.",3,3,certificat,Algorithmes et Structures de Données,,,,4.5
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de formations.  Expert en pédagogie,  en utilisant des méthodes interactives et adaptées aux différents niveaux d'apprentissage.  Recherche à contribuer à l'évolution de l'enseignement informatique en France.",3,3,certificat,"Développement Web avec HTML, CSS et JavaScript",,,,4.2
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de formations.  Expert en pédagogie,  en utilisant des méthodes interactives et adaptées aux différents niveaux d'apprentissage.  Recherche à contribuer à l'évolution de l'enseignement informatique en France.",3,3,certificat,Base de Données SQL,,,,4.0
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de formations.  Expert en pédagogie,  en utilisant des méthodes interactives et adaptées aux différents niveaux d'apprentissage.  Recherche à contribuer à l'évolution de l'enseignement informatique en France.",3,3,certificat,Intelligence Artificielle et Machine Learning,,,,3.9
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionné en informatique, avec une solide expérience en enseignement et en développement de formations.  Expert en pédagogie,  en utilisant des méthodes interactives et adaptées aux différents niveaux d'apprentissage.  Recherche à contribuer à l'évolution de l'enseignement informatique en France.",3,3,certificat,Sécurité Informatique et Cryptographie,,,,3.7
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expertise dans la conception et l'animation de cours de formation, avec un accent sur l'apprentissage pratique et la résolution de problèmes.",2,2,secondaire,Introduction à la Programmation,"Cours de base en programmation en Python, axé sur les concepts fondamentaux et les bonnes pratiques.",,,4.8
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expertise dans la conception et l'animation de cours de formation, avec un accent sur l'apprentissage pratique et la résolution de problèmes.",2,2,secondaire,"Développement Web avec HTML, CSS et JavaScript","Cours d'introduction au développement web, incluant la création de pages web, l'utilisation de CSS pour le style et JavaScript pour l'interactivité.",,,4.5
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage des connaissances.  Expertise dans la conception et l'animation de cours de formation, avec un accent sur l'apprentissage pratique et la résolution de problèmes.",2,2,secondaire,Data Science avec Python,"Cours de base en data science, utilisant Python pour l'analyse de données, la visualisation et la modélisation.",,,4.2
