teacher_id,teacher_firstname,teacher_lastname,city,teacher_description,n_experiences,n_diplomas,highest_diploma_level,course_title,course_description,course_code,course_level,number_of_stars
09512963cce7,Jean-Luc Dubois,Moreau,Paris,"Formateur passionne et experimente en developpement informatique, avec une solide expertise en pedagogie et en orientation de cours. Offre des cours de niveau debutant a avance, couvrant les bases, les frameworks et les technologies les plus recentes. Recherche un poste stimulant ou partager ses connaissances et aider les etudiants a reussir.",3,2,doctorat,Developpement d'Applications Mobiles (iOS & Android),,,,4.5
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement informatique, je propose des cours theoriques et pratiques pour tous les niveaux, allant des debutants aux professionnels. Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Introduction a la Programmation,"Cours de base pour debutants en programmation, utilisant Python.",,,4.8
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement informatique, je propose des cours theoriques et pratiques pour tous les niveaux, allant des debutants aux professionnels. Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Algorithmique et Structures de Donnees,Comprehension des algorithmes et des structures de donnees fondamentales.,,,4.5
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement informatique, je propose des cours theoriques et pratiques pour tous les niveaux, allant des debutants aux professionnels. Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Systemes d'Exploration de Donnees (SQL),Introduction a SQL pour l'extraction et la manipulation de donnees.,,,4.0
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement informatique, je propose des cours theoriques et pratiques pour tous les niveaux, allant des debutants aux professionnels. Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,"Developpement Web avec HTML, CSS et JavaScript","Fondations pour le developpement web, incluant la creation de pages web.",,,4.7
34b53468c929,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement informatique, je propose des cours theoriques et pratiques pour tous les niveaux, allant des debutants aux professionnels. Je mets l'accent sur l'apprentissage actif et l'application des concepts.",3,2,licence,Programmation Orientee Objet (POO),Concepts cles de la POO pour une meilleure organisation du code.,,,4.3
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Expert en developpement logiciel, specialise dans les frameworks JavaScript et Python. Recherche des opportunites pour partager son expertise et aider les etudiants a maitriser les concepts cles.",3,3,certificat,Introduction a la Programmation,,,,4.8
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Expert en developpement logiciel, specialise dans les frameworks JavaScript et Python. Recherche des opportunites pour partager son expertise et aider les etudiants a maitriser les concepts cles.",3,3,certificat,JavaScript - Fondations,,,,4.5
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Expert en developpement logiciel, specialise dans les frameworks JavaScript et Python. Recherche des opportunites pour partager son expertise et aider les etudiants a maitriser les concepts cles.",3,3,certificat,Python - Introduction,,,,4.2
2cbc258a0de2,Jean-Pierre Dubois,Leroy,Paris,"Formateur experimente en informatique, passionne par l'enseignement et la transmission des connaissances. Expert en developpement logiciel, specialise dans les frameworks JavaScript et Python. Recherche des opportunites pour partager son expertise et aider les etudiants a maitriser les concepts cles.",3,3,certificat,Developpement Web avec React,,,,4.9
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, il possede une expertise dans divers domaines, incluant la programmation orientee objet, les langages de programmation populaires (Java, Python, C++), et les architectures systeme. Il s'engage a fournir des cours engageants et pratiques, axes sur la resolution de problemes et l'application concrete des concepts.",3,2,maitrise,Introduction a la Programmation Orientee Objet,,,,4.8
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, il possede une expertise dans divers domaines, incluant la programmation orientee objet, les langages de programmation populaires (Java, Python, C++), et les architectures systeme. Il s'engage a fournir des cours engageants et pratiques, axes sur la resolution de problemes et l'application concrete des concepts.",3,2,maitrise,Algorithmes et Structures de Donnees,,,,4.5
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, il possede une expertise dans divers domaines, incluant la programmation orientee objet, les langages de programmation populaires (Java, Python, C++), et les architectures systeme. Il s'engage a fournir des cours engageants et pratiques, axes sur la resolution de problemes et l'application concrete des concepts.",3,2,maitrise,Developpement Web avec Python,,,,4.2
00be9676f0bb,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Expertise dans les langages Python, Java et C++, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des etudiants. Recherche un poste stimulant ou mettre a profit son expertise et contribuer au succes des apprenants.",2,2,certificat,Introduction a la Programmation,"Cours de base en programmation avec Python. Introduction aux concepts fondamentaux de la programmation, a la syntaxe, aux types de donnees, et aux structures de controle. Exercices pratiques et exemples de code.",,,4.8
00be9676f0bb,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Expertise dans les langages Python, Java et C++, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des etudiants. Recherche un poste stimulant ou mettre a profit son expertise et contribuer au succes des apprenants.",2,2,certificat,Algorithmique et Structures de Donnees,"Cours sur l'analyse et la conception d'algorithmes et de structures de donnees. Comprehension des algorithmes de tri, de recherche et de graphes. Exercices pratiques et exemples de code.",,,4.5
00be9676f0bb,Jean-Luc Dubois,Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Expertise dans les langages Python, Java et C++, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des etudiants. Recherche un poste stimulant ou mettre a profit son expertise et contribuer au succes des apprenants.",2,2,certificat,"Developpement Web avec HTML, CSS et JavaScript","Cours de base en developpement web, axe sur les technologies HTML, CSS et JavaScript. Creation de pages web, manipulation du DOM, et utilisation des frameworks CSS populaires (Bootstrap).",,,4.2
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionne et experimente en informatique, avec une solide expertise en developpement logiciel et en formation. A dirige des cours et dispense des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des etudiants. Fort d'une experience internationale, avec une formation en France et un desir constant d'ameliorer ses competences en matiere de pedagogie.",3,2,licence,Introduction a la Programmation,"Cours pour debutants, introduction aux concepts fondamentaux de la programmation. Utilisation de langages de programmation populaires comme Python et JavaScript.",,,4.8
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionne et experimente en informatique, avec une solide expertise en developpement logiciel et en formation. A dirige des cours et dispense des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des etudiants. Fort d'une experience internationale, avec une formation en France et un desir constant d'ameliorer ses competences en matiere de pedagogie.",3,2,licence,Algorithmique et Structure des Donnees,"Cours sur les algorithmes et la structure des donnees, avec des exemples pratiques et des exercices.",,,4.5
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionne et experimente en informatique, avec une solide expertise en developpement logiciel et en formation. A dirige des cours et dispense des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des etudiants. Fort d'une experience internationale, avec une formation en France et un desir constant d'ameliorer ses competences en matiere de pedagogie.",3,2,licence,"Developpement Web avec HTML, CSS et JavaScript","Cours sur les bases du developpement web, incluant les fondamentaux de HTML, CSS et JavaScript.",,,4.2
54d44a10d2cc,Jean-Luc Dubois,Petit,Paris,"Formateur passionne et experimente en informatique, avec une solide expertise en developpement logiciel et en formation. A dirige des cours et dispense des ateliers pour une large audience, en mettant l'accent sur l'enseignement pratique et l'engagement des etudiants. Fort d'une experience internationale, avec une formation en France et un desir constant d'ameliorer ses competences en matiere de pedagogie.",3,2,licence,Systemes d'Exploration de Donnees (Data Science),"Cours sur les bases de la Data Science, incluant l'analyse de donnees, la visualisation et l'exploration.",,,3.9
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission de connaissances. Expert en pedagogie, avec une solide experience dans la conception et l'animation de cours de niveau avance. Recherche des opportunites pour partager son expertise et inspirer les etudiants.",3,2,maitrise,Introduction aux Algorithmes,,CS101,,4.8
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission de connaissances. Expert en pedagogie, avec une solide experience dans la conception et l'animation de cours de niveau avance. Recherche des opportunites pour partager son expertise et inspirer les etudiants.",3,2,maitrise,Programmation Orientee Objet,,CS201,,4.5
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission de connaissances. Expert en pedagogie, avec une solide experience dans la conception et l'animation de cours de niveau avance. Recherche des opportunites pour partager son expertise et inspirer les etudiants.",3,2,maitrise,Architecture des Systemes,,CS301,,4.2
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission de connaissances. Expert en pedagogie, avec une solide experience dans la conception et l'animation de cours de niveau avance. Recherche des opportunites pour partager son expertise et inspirer les etudiants.",3,2,maitrise,Data Mining et Analyse,,CS302,,4.6
0559d7ab8f8f,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission de connaissances. Expert en pedagogie, avec une solide experience dans la conception et l'animation de cours de niveau avance. Recherche des opportunites pour partager son expertise et inspirer les etudiants.",3,2,maitrise,Deep Learning et Reseaux de Neurones,,CS303,,4.9
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionne et experimente en developpement informatique, specialise dans l'apprentissage et la pedagogie. A dirige plusieurs projets de formation et possede une solide experience dans la conception et l'animation de cours d'informatique. Passionne par l'innovation pedagogique et l'accompagnement des etudiants.",3,2,doctorat,Introduction a la Programmation,"Cours de base pour debutants en programmation, utilisant Python.",,,4.8
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionne et experimente en developpement informatique, specialise dans l'apprentissage et la pedagogie. A dirige plusieurs projets de formation et possede une solide experience dans la conception et l'animation de cours d'informatique. Passionne par l'innovation pedagogique et l'accompagnement des etudiants.",3,2,doctorat,Algorithmique et Structures de Donnees,Cours sur les algorithmes et les structures de donnees fondamentales.,,,4.5
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionne et experimente en developpement informatique, specialise dans l'apprentissage et la pedagogie. A dirige plusieurs projets de formation et possede une solide experience dans la conception et l'animation de cours d'informatique. Passionne par l'innovation pedagogique et l'accompagnement des etudiants.",3,2,doctorat,"Developpement Web avec HTML, CSS et JavaScript","Cours de base sur le developpement web, incluant HTML, CSS et JavaScript.",,,4.7
b8e16815fda4,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionne et experimente en developpement informatique, specialise dans l'apprentissage et la pedagogie. A dirige plusieurs projets de formation et possede une solide experience dans la conception et l'animation de cours d'informatique. Passionne par l'innovation pedagogique et l'accompagnement des etudiants.",3,2,doctorat,Base de Donnees et SQL,Cours sur la conception et l'utilisation de bases de donnees.,,,4.6
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il anime des cours theoriques et pratiques, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Il possede une grande capacite d'adaptation et de pedagogie.",3,2,licence,Introduction a la Programmation,,,,4.8
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il anime des cours theoriques et pratiques, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Il possede une grande capacite d'adaptation et de pedagogie.",3,2,licence,Programmation Orientee Objet,,,,4.5
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il anime des cours theoriques et pratiques, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Il possede une grande capacite d'adaptation et de pedagogie.",3,2,licence,Developpement Web avec React,,,,4.7
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il anime des cours theoriques et pratiques, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Il possede une grande capacite d'adaptation et de pedagogie.",3,2,licence,Data Science avec Python,,,,4.6
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il anime des cours theoriques et pratiques, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Il possede une grande capacite d'adaptation et de pedagogie.",3,2,licence,Architecture Logicielle,,,,4.9
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il anime des cours theoriques et pratiques, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Il possede une grande capacite d'adaptation et de pedagogie.",3,2,licence,Developpement Mobile avec Flutter,,,,4.7
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, je propose des cours de niveau debutant a avance, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Je m'engage a fournir un apprentissage engageant et pratique, favorisant la resolution de problemes et la creativite.",3,2,doctorat,Introduction a la Programmation (Niveau Debutant),"Introduction aux concepts fondamentaux de la programmation, en utilisant Python et JavaScript. Ce cours vise a familiariser les etudiants avec les bases de la programmation.",,,4.8
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, je propose des cours de niveau debutant a avance, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Je m'engage a fournir un apprentissage engageant et pratique, favorisant la resolution de problemes et la creativite.",3,2,doctorat,Algorithmes et Structures de Donnees,"Exploration des algorithmes de base et des structures de donnees, avec des exemples pratiques en utilisant Java.",,,4.5
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, je propose des cours de niveau debutant a avance, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Je m'engage a fournir un apprentissage engageant et pratique, favorisant la resolution de problemes et la creativite.",3,2,doctorat,Developpement Web avec React,"Introduction aux technologies web modernes, avec un accent sur React. Apprentissage des concepts de la creation d'interfaces utilisateur.",,,4.2
d8040ca0b1ee,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Fort d'une solide experience en France et en developpement international, je propose des cours de niveau debutant a avance, axes sur les technologies les plus recentes et les plus pertinentes pour les professionnels. Je m'engage a fournir un apprentissage engageant et pratique, favorisant la resolution de problemes et la creativite.",3,2,doctorat,Data Science avec Python,"Introduction aux concepts de Data Science, avec Python, Pandas, NumPy et Scikit-learn. Developpement de projets pratiques.",,,4.0
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. A dirige des cours de formation pour des debutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts. De plus, possede une solide experience en gestion de projets et en mentorat.",3,3,maitrise,Introduction a la Programmation,,,,4.8
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. A dirige des cours de formation pour des debutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts. De plus, possede une solide experience en gestion de projets et en mentorat.",3,3,maitrise,Algorithmique et Structures de Donnees,,,,4.5
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. A dirige des cours de formation pour des debutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts. De plus, possede une solide experience en gestion de projets et en mentorat.",3,3,maitrise,Developpement Web avec React,,,,4.7
ee216d350b2c,Jean-Pierre Dubois,Leroux,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. A dirige des cours de formation pour des debutants et des professionnels, avec un accent sur l'apprentissage pratique et l'application des concepts. De plus, possede une solide experience en gestion de projets et en mentorat.",3,3,maitrise,Data Science et Machine Learning,,,,4.3
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il souhaite partager son expertise et inspirer les etudiants a travers des cours stimulants et adaptes aux besoins de chacun. Il est reconnu pour son approche pedagogique, sa capacite a vulgariser les concepts complexes et son engagement envers la reussite de ses eleves.",3,2,licence,Introduction aux Bases de Code,,,Introduction,4.8
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il souhaite partager son expertise et inspirer les etudiants a travers des cours stimulants et adaptes aux besoins de chacun. Il est reconnu pour son approche pedagogique, sa capacite a vulgariser les concepts complexes et son engagement envers la reussite de ses eleves.",3,2,licence,Programmation Orientee Objet,,,Débutant,4.5
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il souhaite partager son expertise et inspirer les etudiants a travers des cours stimulants et adaptes aux besoins de chacun. Il est reconnu pour son approche pedagogique, sa capacite a vulgariser les concepts complexes et son engagement envers la reussite de ses eleves.",3,2,licence,Developpement Web avec JavaScript,,,Débutant,4.2
e9110fc0b3b6,Jean-Pierre Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Fort d'une solide experience en France et en developpement, il souhaite partager son expertise et inspirer les etudiants a travers des cours stimulants et adaptes aux besoins de chacun. Il est reconnu pour son approche pedagogique, sa capacite a vulgariser les concepts complexes et son engagement envers la reussite de ses eleves.",3,2,licence,Data Science avec Python,,,Intermédiaire,4.0
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionne en informatique, avec une solide experience en enseignement et en developpement de formations. Expert en pedagogie, en utilisant des methodes interactives et adaptees aux differents niveaux d'apprentissage. Recherche a contribuer a l'evolution de l'enseignement informatique en France.",3,3,certificat,Introduction aux Bases de la Programmation,,,,4.8
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionne en informatique, avec une solide experience en enseignement et en developpement de formations. Expert en pedagogie, en utilisant des methodes interactives et adaptees aux differents niveaux d'apprentissage. Recherche a contribuer a l'evolution de l'enseignement informatique en France.",3,3,certificat,Algorithmes et Structures de Donnees,,,,4.5
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionne en informatique, avec une solide experience en enseignement et en developpement de formations. Expert en pedagogie, en utilisant des methodes interactives et adaptees aux differents niveaux d'apprentissage. Recherche a contribuer a l'evolution de l'enseignement informatique en France.",3,3,certificat,"Developpement Web avec HTML, CSS et JavaScript",,,,4.2
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionne en informatique, avec une solide experience en enseignement et en developpement de formations. Expert en pedagogie, en utilisant des methodes interactives et adaptees aux differents niveaux d'apprentissage. Recherche a contribuer a l'evolution de l'enseignement informatique en France.",3,3,certificat,Base de Donnees SQL,,,,4.0
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionne en informatique, avec une solide experience en enseignement et en developpement de formations. Expert en pedagogie, en utilisant des methodes interactives et adaptees aux differents niveaux d'apprentissage. Recherche a contribuer a l'evolution de l'enseignement informatique en France.",3,3,certificat,Intelligence Artificielle et Machine Learning,,,,3.9
25be5479b6fc,Antoine Dubois,Lambert,Paris,"Formateur passionne en informatique, avec une solide experience en enseignement et en developpement de formations. Expert en pedagogie, en utilisant des methodes interactives et adaptees aux differents niveaux d'apprentissage. Recherche a contribuer a l'evolution de l'enseignement informatique en France.",3,3,certificat,Securite Informatique et Cryptographie,,,,3.7
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Expertise dans la conception et l'animation de cours de formation, avec un accent sur l'apprentissage pratique et la resolution de problemes.",2,2,secondaire,Introduction a la Programmation,"Cours de base en programmation en Python, axe sur les concepts fondamentaux et les bonnes pratiques.",,,4.8
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Expertise dans la conception et l'animation de cours de formation, avec un accent sur l'apprentissage pratique et la resolution de problemes.",2,2,secondaire,"Developpement Web avec HTML, CSS et JavaScript","Cours d'introduction au developpement web, incluant la creation de pages web, l'utilisation de CSS pour le style et JavaScript pour l'interactivite.",,,4.5
1e2eb8cee90c,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et le partage des connaissances. Expertise dans la conception et l'animation de cours de formation, avec un accent sur l'apprentissage pratique et la resolution de problemes.",2,2,secondaire,Data Science avec Python,"Cours de base en data science, utilisant Python pour l'analyse de donnees, la visualisation et la modelisation.",,,4.2
679d84950d35,Jean-Luc Dubois,Martin,Paris,"Formateur experimente en developpement informatique, passionne par l'enseignement et la transmission des connaissances. Expertise dans les concepts de programmation orientee objet, developpement web, et architecture logicielle. Recherche un poste de formateur qualifie ou il peut partager son expertise et aider les etudiants a progresser.",3,2,licence,Introduction a la Programmation,,,Débutant,4.8
